age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
49,1,13882,1833,17,0,2,0,0,0
68,0,1482,2360,3,1,0,0,0,0
33,1,6382,2625,2,3,1,1,1,1
39,0,4874,6800,5,0,1,0,1,0
26,0,2530,1900,4,0,0,0,0,0
40,0,8599,3869,13,0,3,0,2,0
62,0,2360,4680,10,0,1,0,0,0
65,0,400000,5400,9,0,0,0,0,0
49,0,3879,5000,6,0,1,0,1,0
60,0,38380000,5400,20,0,3,0,0,0
46,0,870,5189,12,0,0,0,0,0
53,1,110,7666,6,0,0,0,1,0
63,0,1630,2900,3,0,0,0,0,0
66,0,1171,16000,26,0,2,0,0,0
36,1,392,2570,0,1,0,1,0,0
41,0,3109,12500,7,0,2,0,3,0
57,0,2335,9600,14,0,1,0,1,0
46,0,26370000,5400,10,0,1,0,3,0
64,0,3095,5400,17,0,1,0,0,0
62,0,8572,3900,11,0,3,0,0,0
55,0,66,5077,1,1,0,0,0,0
39,0,3939,8025,12,0,3,0,2,0
30,2,1082,7083,8,0,0,0,0,0
58,0,3742,9579,16,0,2,0,0,0
44,0,0,5216,1,7,0,0,0,1
57,3,11320000,5400,7,2,0,0,0,0
62,0,93,5000,3,0,0,0,0,0
43,2,2913,11250,9,0,2,0,2,1
56,0,4043,17550,7,0,2,0,1,0
32,0,4613,5030,6,0,1,0,0,0
63,0,1338,2800,13,0,0,0,0,0
49,0,6997,12649,12,0,3,0,0,0
52,0,5542,15466,13,0,6,0,3,0
68,0,2900,6416,15,0,1,0,0,0
64,0,3714,11000,11,0,2,0,0,0
28,1,1723,2500,1,1,0,1,1,0
78,0,9683,2462,3,0,2,0,0,0
46,0,7608,4000,8,0,1,0,0,0
34,0,1524,6000,7,0,0,0,0,0
36,0,936,36000,7,0,1,0,1,0
35,0,137,4000,2,1,0,0,3,1
32,1,5049,3417,7,0,1,0,0,0
87,0,2669,6600,14,0,1,0,0,0
53,0,1996,7943,8,0,1,0,0,0
77,0,4333,4517,6,0,1,0,0,0
42,0,9339,3360,13,0,2,0,1,0
77,0,48,6000,3,0,0,0,0,0
48,1,651,3667,9,0,1,0,1,0
63,0,3705,5000,13,0,1,0,0,0
38,0,4816,9626,12,0,3,0,1,1
66,0,6300,5000,13,0,2,0,0,0
53,0,0,5400,2,1,0,3,0,1
29,0,2006,3583,7,0,0,2,1,0
45,0,797,4778,4,0,1,0,2,0
52,0,3057,5000,6,0,1,0,2,0
48,1,13600000,5400,4,1,2,2,0,1
35,1,13755000,1,6,0,1,0,2,0
64,0,2989,11833,15,0,2,0,1,0
48,0,2834,4000,12,0,0,0,0,0
62,0,2276,14000,8,0,2,0,0,0
66,1,1844,5183,7,0,1,1,0,0
30,0,10582,3500,13,0,2,0,2,0
67,0,5780000,5400,6,0,0,0,0,0
31,0,4443,3600,5,0,1,0,2,0
45,1,4810,8144,20,0,1,0,3,0
45,0,2199,14500,5,0,1,0,2,0
51,0,2090,3055,9,0,1,0,0,0
58,0,2102,7600,4,0,1,0,1,0
38,0,230000,5400,9,0,0,0,0,0
44,0,2674,6000,8,0,1,0,1,0
31,0,3064,2668,4,0,0,0,0,0
76,0,2267,2883,10,0,0,0,0,0
24,0,6455,820,4,0,0,0,0,0
62,0,4931,3000,16,0,0,0,0,0
56,0,3085,5576,8,0,0,0,0,0
47,0,5321,17500,10,0,4,0,0,0
69,0,872,4700,5,1,0,0,1,0
30,1,1372,3889,6,0,0,0,0,0
33,0,5442,10000,10,0,2,0,1,0
27,0,1872,2600,3,0,0,0,0,0
65,0,30130000,5400,14,0,2,0,0,0
40,0,469,3790,2,0,0,0,0,0
27,0,253,8000,6,0,0,1,0,1
44,0,4152,6065,4,0,1,0,0,0
68,0,3045,5223,7,0,2,0,1,0
42,0,0,5400,0,1,0,0,0,0
41,0,4391,4100,13,0,1,0,1,0
35,0,1571,6667,11,0,1,0,3,0
67,0,2831,27932,13,0,2,0,1,0
42,1,3055,8250,13,0,1,0,1,0
60,1,5471,6250,9,0,1,0,0,0
66,0,17330000,5400,15,0,2,0,0,0
62,0,5707,2000,8,0,1,0,0,0
32,0,881,2879,4,0,0,0,0,0
83,1,6728,2200,7,0,1,1,0,0
49,1,2077,6667,11,0,1,0,1,0
41,0,1123,4201,6,0,0,0,3,0
32,1,2433,2600,7,0,0,1,0,0
38,0,26250000,5400,5,0,1,0,1,0
84,0,0,5400,3,0,0,0,0,0
63,0,6098,3300,14,0,1,0,0,0
56,0,2984,8308,15,0,1,0,0,0
31,1,2092,1600,3,1,0,0,0,1
25,0,1770,3100,5,0,0,0,0,0
44,0,258,7630,9,0,0,0,0,0
54,0,3403,12100,10,0,2,0,1,0
44,0,42230000,5400,9,0,1,0,0,0
54,0,3227,3116,17,0,1,0,1,0
30,0,1317,6033,7,0,0,0,0,0
54,0,9005,2000,10,0,1,0,0,0
39,0,17760000,5400,4,0,2,0,0,0
49,0,53700000,5400,10,1,3,0,2,0
67,0,4775,5975,11,0,4,0,0,0
69,0,2005,5500,9,0,0,0,1,0
66,0,930000,5400,6,0,0,0,0,0
50,0,4416,25000,6,0,4,0,5,0
41,0,4765,3428,8,0,1,0,1,0
23,0,1369,1700,2,1,0,0,0,0
40,0,1338,5400,9,0,0,0,2,0
51,0,3217,7967,7,0,2,0,0,0
25,0,0,2500,2,0,0,0,0,0
88,0,22793,382,2,0,1,0,0,0
53,0,17507,8000,9,0,1,0,2,0
28,2,4242,2903,5,0,0,0,1,1
46,0,5492,5965,14,0,1,0,0,1
50,0,30850000,5400,7,0,2,0,0,0
56,0,4429,7446,11,0,2,0,0,0
28,0,360000,5400,1,0,0,1,1,1
47,0,3425,8395,8,0,2,0,0,0
40,0,42,3500,0,0,0,0,4,0
55,0,1941,5500,6,0,0,0,0,0
57,0,8600000,5400,2,0,1,0,0,0
60,0,4189,10500,12,0,1,0,0,0
38,0,1532,5291,9,0,2,0,0,0
47,0,6660,7625,10,0,2,0,2,0
65,0,29,3080,4,0,0,0,0,0
34,0,839,2500,6,0,0,0,0,0
68,2,5510,5467,24,0,2,0,0,0
62,0,21170000,5400,9,0,1,0,0,0
43,0,50334,4000,13,0,9,0,2,0
50,0,5730,7243,19,0,2,0,0,0
62,1,3143,5166,8,0,1,0,2,0
44,0,10870000,5400,3,0,1,0,0,0
30,0,7478,800,6,0,0,0,1,1
51,1,3579,6500,10,0,1,0,3,0
65,0,1721,15202,4,0,2,0,0,0
68,0,762,8041,11,0,1,0,0,0
49,0,6516,2370,10,0,0,0,3,0
39,1,4784,5078,10,0,1,0,0,0
49,0,1437,3715,7,0,1,0,1,0
60,0,3181,4761,7,0,0,0,2,0
52,0,3826,3200,13,0,1,0,2,0
43,0,5210000,5400,6,0,1,0,0,0
54,0,20490000,5400,8,0,0,0,0,0
40,0,4339,2806,5,0,1,0,3,0
44,0,0,1833,6,0,0,0,1,0
73,0,6450000,0,9,0,0,0,1,0
41,0,3572,18000,5,0,2,0,3,0
24,0,3241,1600,3,0,0,0,1,0
82,0,1478,7075,9,0,0,0,0,0
85,0,19,7166,21,0,0,0,0,0
78,0,2370000,5400,4,0,0,0,0,0
60,0,23380000,5400,15,0,1,0,0,0
40,1,1010,3127,4,0,0,0,0,0
80,0,8150000,5400,4,0,0,0,0,0
47,0,2188,6400,5,0,1,0,2,0
48,0,3870,4166,8,0,1,0,1,0
67,0,50430000,5400,10,0,3,0,0,0
63,0,7420000,5400,7,0,0,0,0,0
60,0,6610,8200,16,0,1,0,0,0
58,0,2647,9502,8,0,1,0,0,0
22,0,66,300,1,0,0,0,0,0
58,0,1238,3512,18,0,0,0,0,0
69,0,1398,6300,14,0,0,0,1,0
39,0,2272,8289,9,0,1,0,0,0
55,0,2516,20350,9,0,3,0,1,0
69,0,170000,5400,7,0,0,0,0,0
62,0,1034,10400,6,0,1,0,0,0
32,0,2330,2900,4,0,0,0,3,1
47,0,36670000,5400,4,0,2,0,1,0
39,0,1970,3750,10,0,0,0,0,0
63,0,9869,8583,12,0,3,0,2,0
64,0,6650000,5400,2,0,0,0,1,0
90,0,23150000,5400,11,0,1,0,0,1
46,0,7740000,5400,5,0,1,0,0,0
58,0,4162,12500,11,0,2,0,1,0
37,0,5421,4400,14,0,2,0,0,0
59,0,32430000,5400,9,0,2,0,0,0
36,0,5247,2701,6,0,1,0,0,0
42,0,69730000,5400,9,0,2,0,0,0
76,0,8470000,5400,7,0,0,0,1,0
62,0,4648,9856,11,0,2,0,1,0
82,0,9,3000,5,0,0,0,0,0
32,0,8308,5084,10,0,1,0,0,0
31,0,681,6700,11,0,0,0,1,0
71,0,1368,1000,5,0,0,0,0,0
58,1,1576,8000,6,0,1,0,0,0
32,0,1489,6916,10,0,0,0,0,0
41,0,2964,12403,6,0,1,1,3,0
38,0,4519,6000,8,0,1,0,3,0
69,0,19720000,5400,8,0,2,0,0,0
83,0,4843,1752,4,0,2,0,0,0
23,0,610000,5400,1,0,0,0,0,0
49,0,1053,8000,7,0,1,0,1,0
63,0,1112,4926,5,0,0,0,1,0
53,0,580000,5400,2,0,0,0,0,0
56,0,3275,4566,10,0,1,0,0,0
56,0,4807,3602,9,0,1,0,2,0
33,0,1159,5500,7,0,0,0,0,0
64,0,109,2000,3,0,0,0,0,0
70,0,24800000,5400,7,0,1,0,0,0
48,1,6932,2770,5,0,1,0,1,0
34,0,78,88430,8,0,0,0,0,0
76,0,10000,5400,3,0,0,0,0,0
45,1,6376,4500,4,0,1,0,2,0
27,0,5740000,5400,6,0,0,0,0,0
46,0,3231,6500,10,0,1,0,2,0
53,0,57667,2400,12,0,1,0,0,0
74,0,484,2002,16,0,0,0,0,0
29,0,25560000,5400,6,0,2,0,0,1
60,0,1835,6057,7,0,1,0,0,0
41,0,20080000,5400,7,0,1,0,0,0
53,0,4610,12907,11,0,2,0,3,0
39,1,6639,2975,8,0,0,0,0,0
83,0,92,3558,5,0,0,0,0,0
38,0,16530000,5400,4,0,1,0,0,0
45,0,5448,3200,4,0,1,0,0,0
61,0,10219,6000,11,0,4,0,0,0
33,1,1315,4583,3,0,0,0,2,0
61,0,5295,1285,3,0,1,0,0,0
52,0,3854,2975,9,0,1,0,0,0
39,0,7848,10408,22,0,5,0,0,0
55,0,411,4132,10,1,0,0,0,1
62,0,4688,5833,11,0,1,0,0,0
48,0,8710000,5400,7,0,1,0,0,0
64,0,6041,7050,9,0,1,0,0,0
49,7,3861,8783,17,1,2,1,1,1
21,0,116,1200,1,0,0,0,0,0
50,0,1665,16646,6,0,1,0,5,0
34,1,2379,2773,10,0,0,0,0,0
33,0,7325,3600,10,0,2,0,0,0
37,0,4881,7100,8,0,3,0,3,0
42,0,5783,6250,10,0,2,0,2,0
47,1,3593,5000,18,0,0,0,0,0
34,0,4940000,5400,9,0,0,0,0,0
40,0,15370000,5400,9,0,2,0,0,0
75,0,217,6333,7,0,0,0,1,0
34,0,6229,5900,16,0,1,0,4,0
65,0,2620,20000,22,0,5,0,1,0
52,1,0,5400,6,0,0,0,0,0
41,1,1627,12648,6,0,2,0,1,0
44,2,3886,2500,4,0,0,0,1,0
64,0,4158,4212,10,0,1,0,1,0
52,1,62980000,5400,13,0,2,0,0,0
49,0,3771,8650,16,0,1,0,2,0
44,0,32780000,5400,10,0,1,0,3,0
65,0,63820000,5400,18,0,1,0,0,0
61,0,31060000,5400,12,0,3,0,0,0
69,0,925,4550,7,0,0,0,0,0
56,0,2744,3511,4,1,1,0,0,0
54,0,9690000,5400,15,0,0,0,1,0
53,0,4986,3250,14,0,2,0,0,0
45,1,5657,5250,5,0,1,0,2,0
39,0,3553,4583,5,0,1,0,1,0
53,0,2058,8749,7,0,1,0,1,0
43,0,3097,1213,1,0,0,0,1,0
46,0,2348,13000,9,0,1,0,2,0
61,0,1511,10300,5,0,1,0,1,0
77,0,5287,6000,4,0,2,0,0,0
34,0,1220000,5400,1,0,0,0,0,0
64,0,3028,11325,14,0,1,0,1,0
61,0,4097,9600,11,0,2,0,1,0
62,0,3440,10916,12,0,2,0,3,0
54,0,4413,4725,9,0,1,0,0,0
57,1,787,6180,2,1,0,0,0,0
51,0,2461,4492,7,0,1,0,2,0
69,0,0,5206,5,0,0,0,0,0
58,0,60000,5400,7,0,0,0,0,0
52,0,2545,15000,9,0,2,0,2,0
53,0,2575,3750,20,0,1,0,0,0
48,0,663,6000,3,0,0,0,2,0
30,0,244,3400,1,0,0,0,0,0
48,0,21960000,5400,5,0,1,0,0,0
61,0,45180000,5400,9,0,3,0,0,0
64,0,2878,14425,6,0,3,0,0,0
36,0,3020,1800,6,0,0,0,0,0
50,0,2647,16083,7,0,2,0,0,0
45,0,9308,11200,21,0,2,0,0,0
64,0,3103,7000,13,0,3,0,0,0
58,0,184,2000,8,0,0,0,0,0
48,0,660000,5400,1,0,0,0,0,0
52,0,989,6175,7,0,0,0,4,0
58,0,4273,7719,24,0,3,0,0,0
33,0,2011,5811,8,0,0,0,0,0
67,1,7148,7395,15,0,4,0,0,0
42,0,4870,7175,7,0,2,0,2,0
63,1,4320,6600,14,0,2,0,2,0
63,0,561,7800,8,0,0,0,1,0
57,0,4623,20168,6,0,3,0,2,0
32,0,3262,9433,11,0,1,0,0,0
33,0,13230000,5400,7,1,0,0,2,0
36,0,6427,5850,7,1,1,0,0,0
55,0,3330,7719,8,0,1,0,0,0
92,0,143,2585,4,0,0,0,0,0
51,0,7668,2500,10,0,2,0,2,0
61,0,5286,8750,13,0,2,0,1,0
56,0,4573,5000,7,0,2,0,0,0
70,0,10165,2050,25,0,0,0,0,0
56,0,2138,5250,6,0,1,0,0,0
86,0,527,4583,12,0,1,0,0,0
55,1,3392,13000,11,0,2,0,2,0
43,0,4752,12000,10,0,2,0,6,0
60,0,12353,1860,6,0,1,0,0,0
24,0,0,5400,2,0,0,0,0,0
38,0,0,5400,0,4,0,0,0,1
57,0,4267,3481,11,0,1,0,2,0
31,0,3109,3640,9,0,1,1,2,0
59,0,357,5000,3,0,0,0,0,0
36,1,1717,3993,10,0,0,0,1,1
58,0,931,3500,7,0,0,0,0,0
56,2,1360,9000,22,0,1,0,0,1
38,0,4770,4583,4,0,1,0,0,0
66,1,2685,13000,16,0,1,0,0,0
51,0,4919,5008,9,0,2,1,2,1
39,1,5107,6583,8,0,2,0,0,0
64,0,320000,5400,7,0,0,0,0,0
40,0,1200000,0,4,0,0,0,2,0
24,1,908,3600,3,0,0,0,2,0
40,0,4328,6500,18,0,3,0,2,0
87,0,540000,5400,1,0,0,0,0,0
36,2,385,6100,3,0,0,1,4,0
23,0,1059,2000,2,0,0,0,0,0
78,0,36090000,5400,19,0,2,0,0,0
87,0,30000,5400,5,0,0,0,0,0
47,0,3968,10773,16,0,2,0,1,0
58,0,580000,5400,4,0,0,0,0,0
82,0,11960000,5400,4,0,1,0,0,0
80,0,5088,1640,2,0,0,0,0,0
66,0,53,5000,6,0,0,0,1,0
53,1,958,6083,1,2,0,0,0,0
55,0,7074,8500,10,0,2,0,0,0
69,0,1592,10000,13,0,1,0,0,0
56,0,1612,5698,9,0,0,0,0,0
68,0,1970000,5400,6,0,0,0,0,0
51,1,22030000,5400,10,0,2,0,2,0
29,0,0,1918,1,0,0,0,1,0
52,1,9660000,5400,11,0,0,0,0,0
69,0,7610,2230,12,0,1,0,0,0
71,0,28290000,5400,19,0,1,0,0,0
32,1,5930,2756,9,0,1,0,0,0
47,0,2408,11858,8,0,1,0,3,0
51,1,1558,10500,17,0,1,0,0,0
78,0,643,19301,6,0,1,0,1,0
60,0,1113,7083,3,0,0,0,0,0
52,0,8480000,5400,7,0,1,0,0,0
23,0,499,820,4,0,0,0,0,0
31,0,2925,3000,4,0,0,0,0,0
67,1,3985,7656,10,0,2,0,0,1
46,0,190,5400,3,0,0,1,3,0
58,0,3518,16000,12,0,2,0,2,0
39,0,1322,13999,9,0,1,0,3,0
52,0,4962,8166,16,0,2,0,1,0
30,0,4483,4480,7,0,1,0,1,0
56,0,5500,11462,10,0,3,0,0,0
60,0,3243,8867,22,0,1,0,0,0
39,0,2137,2740,9,0,0,0,3,0
48,0,2331,5000,6,0,1,0,2,0
33,0,2382,2841,9,0,0,0,0,0
70,0,155,3273,3,0,0,0,4,0
54,0,444,4000,7,0,0,0,1,0
35,0,1752,3000,2,0,0,0,2,0
75,0,23190000,5400,9,0,1,0,0,0
29,0,6422,1500,3,0,1,0,0,0
74,0,235,2930,6,0,0,0,0,0
65,0,4276,6250,11,0,1,0,1,0
50,0,1172,9166,4,0,1,0,1,0
58,0,6238,2333,4,0,1,0,2,0
59,0,2268,10370,10,0,1,0,0,0
66,0,5488,2129,9,0,1,0,1,0
63,1,22880000,5400,4,0,1,0,0,0
78,0,30,15000,8,0,0,0,0,0
73,0,0,5400,2,0,0,0,0,0
56,0,6138,14516,21,0,2,1,0,0
62,0,2061,5700,6,0,1,0,1,0
43,2,1160,10542,4,0,0,0,0,0
74,0,324,1600,10,0,0,0,0,0
56,0,6411,7812,10,0,3,0,1,0
76,1,2570000,5400,14,0,0,0,0,0
47,0,3745,7517,10,0,2,0,0,0
46,0,3160,10916,11,0,1,0,0,0
64,0,418,18982,11,0,1,0,1,0
40,0,228,3417,15,0,0,0,0,0
56,0,41720000,0,11,0,2,0,0,0
55,0,1323,9900,9,0,1,0,0,0
74,0,1450,5423,3,0,1,0,0,0
32,0,1329,6400,8,0,0,0,0,0
45,2,6967,5740,19,0,1,0,2,0
60,0,474,32000,15,0,1,0,2,0
33,0,11794,2300,17,0,2,0,1,1
44,0,22054,2944,6,0,2,0,2,0
29,0,897,3900,1,0,0,0,0,0
25,0,1419,1500,2,0,0,0,0,0
39,0,5346,9945,6,0,1,0,3,1
68,1,3204,16083,8,0,2,0,3,0
50,0,3136,6496,15,0,2,0,0,0
44,0,6912,5200,8,0,2,0,2,0
79,0,210000,5400,11,0,0,0,0,0
60,0,1955,4800,9,0,1,0,0,0
58,2,6620000,5400,4,0,0,1,0,0
29,0,2346,5833,10,0,0,0,0,0
28,0,4351,1224,4,0,0,0,0,0
73,0,2613,5000,4,0,0,0,0,0
53,0,3804,5750,7,0,2,0,2,0
72,1,2035,3600,4,0,1,0,0,0
53,0,1689,3350,2,0,0,0,1,0
35,1,16816,5000,6,0,2,0,0,0
69,0,88,5510,9,0,0,0,1,0
50,0,5570,3340,13,0,1,0,0,0
44,0,4311,16000,15,0,1,1,0,0
79,0,2155,2666,16,0,0,0,0,0
45,0,6891,8600,13,0,5,0,1,0
56,0,2113,9500,16,0,2,0,4,0
42,0,2744,4000,9,0,0,0,2,0
31,1,4346,4600,3,0,2,3,2,1
35,0,12770000,5400,5,0,2,0,0,0
67,0,13300000,5400,7,0,1,0,0,0
48,0,88,2600,7,0,0,0,2,0
60,0,2063,7384,8,0,1,0,0,0
72,0,436,9386,11,0,1,0,0,0
25,0,973,3800,7,0,0,0,0,0
27,0,6373,5100,12,0,4,0,1,1
34,0,6600,5000,8,0,1,0,2,0
68,0,1381,9428,10,0,1,0,0,0
41,0,4812,400,7,0,0,0,2,0
25,0,0,1200,0,2,0,0,0,0
69,0,2925,3568,5,0,0,0,2,0
84,0,10170000,5400,16,0,0,0,0,0
58,0,28860000,5400,10,0,1,0,0,0
90,0,0,5400,4,0,0,0,0,0
50,0,11442,3250,9,0,2,0,0,0
43,0,3415,8044,15,0,1,0,1,0
58,0,6160,4916,9,0,2,0,1,0
35,0,4676,4000,12,0,2,0,0,0
56,0,4550000,5400,5,0,1,0,0,0
24,0,4883,1500,5,0,0,1,0,0
54,0,838,11500,8,0,0,0,0,0
57,0,1886,6472,10,0,2,0,0,0
39,0,1460,9000,15,0,1,0,3,0
59,0,3351,2678,9,0,0,0,0,0
57,1,14962,4354,13,0,3,0,0,0
42,0,2656,6666,7,0,1,0,3,0
53,0,5273,4668,11,0,1,0,0,0
81,0,10810000,5400,17,0,1,0,0,0
76,0,2049,6436,5,0,1,0,0,0
49,2,37790000,5400,12,0,1,0,0,0
59,0,6258,5200,18,0,2,0,1,0
35,2,3145,3871,8,0,2,1,3,0
36,0,6370,2630,3,0,1,0,3,0
49,0,2882,6333,10,0,1,0,4,0
43,0,374,9410,3,0,0,0,0,0
47,0,3657,5000,7,0,0,0,0,0
48,0,1652,2880,4,2,0,2,2,1
54,0,3571,7540,14,0,1,0,3,0
45,0,6324,7500,4,0,2,0,0,0
52,0,4582,7500,5,0,2,0,0,1
48,0,4225,4867,15,0,0,0,3,0
69,0,1185,1500,6,1,0,0,2,0
80,0,7170000,5400,3,0,1,0,0,0
27,0,523,7500,4,0,0,0,0,0
53,0,2165,8500,16,0,2,0,2,0
68,0,4012,2501,12,0,1,0,0,0
53,0,4358,12596,17,0,1,0,0,0
51,0,5082,7350,9,0,3,0,0,0
46,0,3874,6252,10,0,2,0,2,0
66,0,49560000,5400,8,0,2,0,0,0
60,0,3539,6000,18,0,1,0,1,0
62,0,1573,5655,3,0,1,0,1,0
68,0,4204,4285,7,0,2,0,0,0
52,0,10470000,5400,3,0,1,0,0,0
50,0,2109,23000,27,0,2,0,1,0
52,0,4380,4916,6,0,1,0,1,0
67,0,5600000,5400,3,0,0,0,0,0
30,0,2437,1800,2,0,0,0,0,0
33,0,3694,8035,9,0,1,0,2,0
63,0,7340000,5400,19,0,1,0,1,0
55,1,1620000,5400,1,2,1,0,0,1
62,0,2840,8866,10,0,1,0,1,0
43,0,4040,9350,7,0,1,1,2,0
70,0,19650000,5400,9,0,0,0,0,0
46,0,5413,6800,18,0,2,0,1,0
37,0,18090000,5400,4,0,1,0,0,0
35,0,18210000,5400,7,0,2,0,0,0
66,0,3674,6580,12,0,2,0,0,0
87,0,490000,5400,2,0,0,0,0,0
43,0,4338,4000,5,0,2,0,0,0
53,0,2990,9000,9,0,2,0,2,0
59,0,4135,7955,9,0,1,0,0,0
54,0,2334,9400,4,0,1,0,0,0
58,0,350000,5400,5,0,0,0,0,0
75,0,908,6000,7,0,1,0,0,0
48,0,15214,1700,9,0,1,0,0,0
60,0,2318,10833,8,0,4,0,0,0
48,3,5153,2500,13,0,0,0,0,1
41,0,0,8333,1,0,0,0,2,0
84,0,270000,5400,5,0,0,0,0,0
67,0,9840000,5400,5,0,0,0,0,0
55,0,943,7461,15,0,0,0,0,0
53,0,590000,5400,3,0,0,0,0,0
54,0,4504,14481,9,1,3,0,0,0
45,0,34370000,5400,10,0,1,0,0,0
53,0,7116,8248,14,0,3,0,2,0
80,0,1734,9166,7,0,2,0,0,0
57,1,2956,4021,6,0,1,0,0,0
50,0,12030000,5400,6,0,1,0,0,0
23,0,1193,1700,1,0,0,0,0,0
54,0,1896,6760,5,0,1,0,0,0
37,1,11360000,5400,3,0,2,0,2,0
38,0,54,5849,2,0,0,0,3,0
64,0,5997,4274,6,0,2,1,0,0
63,0,5150,2595,4,0,1,0,0,0
64,0,2506,5920,5,0,2,0,0,0
57,0,1363,4166,16,0,2,0,1,0
48,0,18090000,5400,6,0,1,0,0,0
58,0,2851,17500,9,0,2,0,4,0
54,2,66590000,5400,15,0,2,0,1,1
48,0,620000,5400,7,0,0,0,0,0
50,0,2484,9208,16,0,2,0,1,0
32,1,21380000,5400,8,0,1,0,0,0
54,1,4498,2700,2,0,1,0,0,0
73,0,11032,5900,11,0,0,0,0,0
69,1,2374,3941,6,2,0,0,0,0
35,0,4211,6666,7,0,2,0,0,0
81,0,7360000,5400,6,0,1,0,0,0
49,0,16570000,5400,7,0,1,0,0,0
62,0,5711,5866,18,0,1,0,2,0
45,0,12530000,5400,5,0,1,0,2,0
54,0,22100000,5400,15,0,1,0,0,0
71,0,1553,7800,7,0,2,0,0,0
44,0,1272,7700,3,0,0,0,0,0
65,0,9130000,5400,6,0,1,0,2,0
47,0,2183,5050,5,0,1,0,1,0
52,0,4563,9800,11,0,2,0,1,0
33,0,970,5830,4,0,0,0,0,0
65,0,1715,19376,8,0,2,0,0,0
61,1,5256,4300,10,0,2,0,1,0
42,0,4010,4185,10,0,1,0,0,0
51,0,13550000,5400,6,0,1,0,3,0
58,0,4945,1200,4,0,0,0,0,0
44,0,7381,2000,5,0,1,0,5,0
24,0,20000,5400,1,0,0,0,0,0
56,0,654,4232,6,0,0,0,0,0
91,0,0,5400,5,0,0,0,0,0
33,0,657,4166,2,0,0,0,3,0
61,0,3513,7404,16,7,0,1,0,0
60,0,1625,21500,15,0,1,0,2,0
62,0,1988,6083,14,0,1,0,0,0
44,0,7765,2800,6,0,2,0,3,0
67,0,2569,5000,10,0,1,0,0,0
58,1,1843,3416,10,0,0,0,1,0
70,0,4201,11166,16,0,1,0,1,0
43,0,50750000,5400,11,0,3,0,1,0
63,1,13521,4350,24,0,1,0,0,0
62,0,6,5850,5,0,0,0,2,0
48,1,3030,10750,17,0,1,0,3,0
58,0,2877,5695,11,0,1,0,2,0
24,0,1299,1600,5,0,0,0,0,0
33,0,2942,1800,8,0,0,0,1,0
51,1,6986,2534,10,0,1,0,2,0
58,0,4496,4500,10,0,2,0,2,0
54,0,2822,8306,16,0,3,0,0,0
42,1,560000,5400,10,0,0,0,0,0
45,0,3411,9416,8,0,1,0,1,0
50,0,1345,16070,8,0,1,0,3,0
49,0,4274,4315,8,0,1,0,0,0
51,1,11509,2000,13,0,1,0,0,0
69,0,199,2500,5,0,0,0,0,0
33,0,2278,7883,8,0,1,0,5,0
63,0,101,2163,4,0,0,0,0,0
61,0,13423,2400,12,0,1,0,2,0
29,0,3610000,5400,2,9,0,0,0,1
56,0,2019,13249,10,0,1,0,0,0
31,0,3226,2224,7,0,0,0,0,0
49,0,69800000,5400,11,1,2,0,0,0
95,0,0,1666,2,0,0,0,0,0
70,0,1506,4300,9,0,0,0,0,0
85,0,820000,5400,9,0,0,0,0,0
48,1,3821,13500,11,0,2,0,1,0
38,0,4448,4000,7,0,1,0,2,0
44,0,15240000,5400,8,0,1,0,0,0
50,0,6373,1695,10,1,0,0,0,0
70,0,3878,10500,23,0,2,0,0,0
44,0,1170,4585,1,0,0,0,5,0
53,0,6700000,1,6,0,1,0,0,0
49,0,3414,2966,5,0,0,0,1,0
54,0,1625,8050,10,0,1,0,2,0
61,0,10380000,5400,7,0,0,0,0,0
49,1,929,8305,15,0,1,0,2,0
52,0,1658,18562,4,0,1,0,4,0
25,0,1540,3180,7,0,0,0,1,1
74,0,430000,5400,2,0,0,0,0,0
69,0,10000,5400,4,0,0,0,0,0
38,2,1819,2500,4,0,0,0,0,0
25,0,240000,5400,2,0,0,0,0,0
51,0,3653,6830,8,0,1,0,0,0
41,0,33150000,5400,9,0,2,0,2,0
41,0,783,4583,6,0,0,0,0,0
69,0,273,10438,9,0,1,0,0,0
52,0,4128,4800,6,0,2,0,1,0
64,0,2688,8800,10,0,1,0,0,0
55,0,2346,7500,3,0,1,0,0,0
33,2,2669,9500,5,1,1,0,1,1
24,0,2489,3200,5,0,0,0,1,0
66,0,9440000,5400,5,0,0,0,0,0
33,0,3894,6100,2,0,1,0,0,0
51,0,2736,9800,2,0,1,0,4,0
57,0,38030000,5400,10,0,1,0,0,0
43,2,15690000,5400,2,0,1,0,0,0
43,0,3730,3822,6,0,1,0,2,0
60,0,3764,6667,7,0,2,0,0,0
64,0,877,5003,7,0,0,0,0,0
43,0,14674,1550,14,0,3,0,3,0
54,2,5109,4583,12,0,2,1,1,0
63,0,210,12500,6,0,0,0,0,0
38,0,1883,5350,8,0,1,0,0,0
75,0,262,2365,15,0,0,0,0,0
51,1,7015,6180,14,0,2,0,0,1
39,3,2078,1683,2,2,0,0,3,1
28,0,666,1500,2,2,0,0,0,1
55,0,2551,11349,6,0,2,0,0,0
50,1,737,9000,3,1,0,1,0,1
